GENE COMMON gal1RG gal4RG gal80R gal1RG gal4RG gal80R
YLR205C YLR205C 0.023 0.013 0.324 7.68460e-01 9.10390e-01 4.69830e-02
YFL001W DEG1 0.098 -0.472 0.126 7.01010e-02 6.15180e-05 4.11890e-01
YNL283C WSC2 -0.043 0.076 -0.414 3.18770e-01 1.02510e-01 7.48480e-10
YEL022W GEA2 -0.056 0.179 0.063 6.78340e-01 2.65340e-01 2.62410e-01
YDL116W NUP84 0.038 0.034 -0.034 3.80420e-01 4.96690e-01 6.87930e-01
YBL085W BOI1 -0.070 0.723 0.165 7.40900e-01 1.45350e-02 1.57370e-01
YKL121W YKL121W -0.056 0.201 -0.172 3.03980e-01 3.81420e-02 2.70800e-01
YGR012W YGR012W 0.132 -0.004 -0.034 2.15470e-02 9.64330e-01 7.53440e-01
YIL090W YIL090W 0.139 0.006 0.169 1.98000e-03 9.15220e-01 1.15060e-01
YDR431W YDR431W -0.069 -0.178 -0.235 4.85420e-01 1.86040e-01 2.50710e-01
YFL002C SPB4 -0.285 -0.247 -0.108 4.59440e-06 1.57960e-03 1.36650e-01
YER127W LCP5 0.267 -0.916 0.545 9.38060e-04 3.81690e-06 6.76700e-02
YDR075W PPH3 0.473 -0.480 0.521 6.17100e-09 6.93680e-05 3.03610e-04
YEL023C YEL023C 0.177 -0.136 -0.210 2.18630e-01 6.23240e-01 3.04740e-01
YDL044C MTF2 0.294 -0.288 0.096 3.02640e-04 4.25800e-02 6.93490e-01
YKR080W MTD1 -0.673 -1.173 0.669 5.38520e-11 1.93170e-08 3.40590e-08
YKL122C SRP21 0.196 -0.388 0.740 1.53600e-02 3.66700e-04 4.22940e-04
YBL086C YBL086C 0.059 0.085 0.150 2.27140e-01 1.12890e-01 1.31000e-01
YFR034C PHO4 0.121 -0.336 0.348 9.95130e-02 6.96710e-04 2.08020e-02
YJL216C YJL216C 0.311 0.211 -0.392 1.76010e-04 2.98720e-02 3.11530e-03
YIL091C YIL091C 0.334 -0.418 0.418 4.02610e-03 3.50380e-02 2.99000e-01
YDR505C PSP1 0.100 0.093 -0.025 2.26820e-02 7.49720e-02 7.94270e-01
YIL164C NIT1 -0.064 -0.053 -0.163 5.97580e-01 7.20510e-01 2.24090e-01
YER055C HIS1 -0.475 -1.006 0.426 1.15730e-08 7.20130e-10 2.23390e-07
YMR112C MED11 0.092 -0.452 0.132 5.63700e-01 1.18330e-01 3.16670e-01
YOR294W RRS1 0.258 -0.953 0.961 1.00280e-04 6.57640e-06 2.08280e-05
YPL242C IQG1 0.021 0.161 -0.354 7.03680e-01 7.05330e-03 4.85860e-03
YOR367W SCP1 0.102 -0.206 0.177 1.74020e-02 3.44260e-03 1.72700e-01
YKR081C YKR081C 0.169 -0.910 1.020 5.67090e-03 1.59710e-06 6.69040e-04
YNL284C MRPL10 0.126 0.119 -0.067 3.98350e-03 7.45450e-02 3.64400e-01
YDL117W YDL117W -0.113 0.250 0.124 1.89610e-01 1.78910e-01 7.90370e-01
YCL065W YCL065W -0.379 -0.320 -0.547 2.13460e-03 7.20360e-02 1.78650e-02
YGR013W SNU71 0.111 -0.316 0.575 2.27700e-02 6.59530e-03 5.71070e-04
YJL143W TIM17 -0.088 0.087 -0.173 4.40320e-02 9.53690e-02 3.61640e-02
YDR432W NPL3 -0.520 -0.000 0.000 4.08120e-03 5.21290e-01 9.41780e-01
YFL003C MSH4 -0.218 -0.188 0.424 6.04380e-02 5.79320e-01 2.28630e-01
YER128W YER128W 0.075 -0.575 0.517 4.62160e-01 3.72420e-02 3.69080e-02
YDR076W RAD55 -0.056 -0.022 0.147 2.88490e-01 8.83870e-01 2.61150e-01
YLR060W FRS1 -0.139 -0.276 -0.233 2.49350e-03 3.91260e-05 5.79450e-05
YDL045C FAD1 0.121 0.028 0.082 5.46930e-03 5.91930e-01 4.22510e-01
YLR133W CKI1 -0.122 0.054 -0.222 4.07820e-03 2.45160e-01 7.10860e-03
YLR206W ENT2 0.074 0.084 -0.429 1.04160e-01 7.08740e-02 1.34340e-06
YKL050C YKL050C 0.083 0.111 0.275 1.99960e-01 1.96350e-01 4.88450e-02
YBL087C RPL23A -0.409 -0.336 -0.221 5.07480e-08 4.52940e-06 6.90490e-04
YFR035C YFR035C 0.398 -0.730 1.113 1.98240e-06 8.47240e-07 1.04610e-07
YDR506C YDR506C 0.002 0.080 0.137 9.70870e-01 3.34170e-01 2.23770e-01
YIL165C YIL165C -0.138 -0.485 -0.399 6.00660e-01 4.90010e-02 9.72140e-02
YER056C FCY2 -0.127 -0.684 0.545 4.86760e-03 1.93420e-06 1.26000e-06
YOR295W YOR295W 0.101 -0.374 0.318 1.43810e-01 6.43830e-03 1.45510e-01
YOR368W RAD17 0.151 -0.019 0.075 3.07670e-01 9.53960e-01 8.70280e-01
YCR098C GIT1 0.064 -0.061 0.266 3.24510e-01 7.41670e-01 4.82480e-02
YEL024W RIP1 0.052 0.289 -0.414 1.83630e-01 2.92570e-06 3.19980e-10
YDL118W YDL118W -0.093 -0.074 0.389 2.25450e-01 4.60230e-01 4.94700e-02
YCL066W ALPHA1 -0.437 -0.291 -0.262 2.62400e-04 3.86690e-01 2.00420e-01
YKL123W YKL123W 0.245 -0.215 0.583 1.78830e-01 5.77680e-01 1.84460e-02
YGR014W MSB2 -0.066 -0.131 -0.171 9.37170e-02 1.29400e-02 3.18360e-02
YJL071W ARG2 -0.217 -0.395 0.270 6.58070e-03 7.59180e-05 7.81000e-02
YDR360W YDR360W 0.033 -0.401 0.022 8.40180e-01 1.91160e-01 9.70870e-01
YOR369C RPS12 -0.319 -0.153 -0.096 8.37630e-06 3.77980e-03 7.51560e-02
YJL144W YJL144W -0.356 0.296 -0.509 2.12120e-06 3.00060e-04 4.43360e-04
YJL217W YJL217W 0.729 0.346 0.133 2.39320e-10 5.93880e-07 9.50120e-02
YDR433W YDR433W -0.001 -0.084 0.348 9.79400e-01 8.68040e-02 1.84400e-03
YIL092W YIL092W 0.101 -0.385 0.171 3.43140e-01 1.21800e-01 6.65150e-01
YER129W PAK1 -0.004 -0.160 0.122 9.41780e-01 1.48980e-01 3.57120e-01
YMR040W YMR040W -0.228 0.285 0.394 1.10760e-01 1.28430e-01 6.72870e-02
YMR113W YMR113W -0.060 -0.305 0.257 2.63170e-01 7.85020e-03 1.38670e-01
YEL025C YEL025C -0.277 -0.073 -0.234 1.61960e-05 2.57650e-01 1.08400e-01
YDR077W SED1 -0.313 0.397 0.042 3.15920e-06 1.87210e-04 4.99190e-01
YPL243W SRP68 0.160 0.084 0.235 5.83260e-04 2.45630e-01 6.77880e-03
YLR061W RPL22A -0.299 -0.357 -0.107 4.76040e-06 2.49020e-06 6.75870e-02
YLR134W PDC5 -0.645 0.027 -0.351 1.25850e-11 5.85140e-01 1.20760e-08
YKR082W NUP133 0.150 0.000 0.000 6.97520e-03 9.99999e-01 9.99999e-01
YDL119C YDL119C -0.098 -0.077 0.137 4.15850e-02 1.70260e-01 2.68060e-01
YLR207W HRD3 -0.106 -0.042 0.043 1.97030e-02 5.25370e-01 6.74830e-01
YLL030C YLL030C -0.050 -0.000 0.000 9.12770e-01 6.17070e-01 9.70870e-01
YCL067C ALPHA2 0.169 -0.085 0.301 1.28730e-03 1.14810e-01 2.75550e-03
YNL285W YNL285W -0.089 0.029 0.164 3.83330e-01 8.23060e-01 3.76120e-01
YBL088C TEL1 0.076 -0.252 0.000 1.30940e-01 3.91590e-01 9.99999e-01
YGR015C YGR015C -0.043 -0.040 -0.023 4.54530e-01 6.80110e-01 8.52300e-01
YJL072C YJL072C -0.114 -0.492 0.157 2.40670e-01 9.56170e-05 3.82290e-01
YDR361C YDR361C 0.072 -0.324 0.712 2.54700e-01 1.67810e-03 2.83700e-05
YIL093C YIL093C 0.178 -0.073 -0.133 1.64010e-02 2.27250e-01 1.97330e-01
YDR507C GIN4 0.511 0.298 -0.434 8.59810e-05 3.61080e-02 1.72090e-01
YNR020C YNR020C 0.077 -0.387 0.272 1.21540e-01 2.21420e-04 5.05240e-02
YIL166C YIL166C -0.137 -0.026 -0.089 6.17160e-02 7.56680e-01 4.78620e-01
YER057C HIG1 0.026 0.156 -0.229 5.29510e-01 1.81610e-03 2.23470e-04
YMR041C YMR041C 0.193 0.242 0.194 1.33760e-04 5.17750e-05 6.39710e-02
YMR114C YMR114C 0.231 0.248 0.411 5.19750e-05 1.82010e-03 1.67630e-03
YDR078C YDR078C -0.014 0.024 -0.024 8.52300e-01 8.73540e-01 8.64010e-01
YPL171C OYE3 -0.323 0.408 -1.000 1.34800e-07 4.78370e-06 3.97560e-08
YOR296W YOR296W 0.050 0.172 0.031 8.20760e-01 3.04590e-01 9.23040e-01
YLR062C YLR062C -0.303 -0.549 -0.220 2.22930e-05 5.19690e-07 1.16880e-01
YPL244C YPL244C -0.226 -0.064 0.287 1.89500e-05 2.50350e-01 2.83390e-02
YCR099C YCR099C -0.143 -0.288 0.186 1.34310e-01 1.59740e-01 4.99810e-01
YKR083C YKR083C -0.364 0.016 -0.319 1.26310e-07 8.03360e-01 1.13270e-02
YFL004W YFL004W 0.093 0.007 -0.002 2.42030e-02 8.73540e-01 9.79400e-01
YDL046W YDL046W 0.105 0.334 -0.041 7.64270e-03 3.15680e-07 5.13630e-01
YKL051W YKL051W -0.518 -0.159 -0.013 8.99870e-10 4.92350e-03 8.78590e-01
YKL124W SSH4 0.234 0.028 0.319 1.51920e-05 6.74830e-01 3.60090e-02
YOR297C TIM18 -0.027 -0.032 0.003 5.57150e-01 6.01550e-01 9.79400e-01
YJL145W YJL145W 0.131 -0.251 0.174 6.23420e-03 1.97560e-02 1.39630e-01
YJL218W YJL218W 0.034 -0.230 -0.054 7.37130e-01 2.63680e-01 8.37620e-01
YFR036W CDC26 -0.015 -0.113 0.287 6.95370e-01 5.77330e-02 1.51520e-03
YDR434W YDR434W -0.085 -0.107 -0.142 3.60660e-02 2.89150e-02 2.28310e-02
YLR135W YLR135W 0.089 -0.135 0.313 8.47170e-02 2.12550e-01 1.50610e-02
YLR208W SEC13 -0.120 -0.043 -0.017 1.93590e-03 3.00640e-01 7.86540e-01
YLL031C YLL031C -0.093 0.146 -0.606 3.24480e-02 6.32250e-03 4.86340e-10
YCL068C YCL068C 0.047 -0.255 0.110 4.89330e-01 8.85430e-02 4.07530e-01
YNL286W CUS2 0.162 -0.194 0.301 4.22150e-03 7.75590e-02 2.97910e-02
YKL052C YKL052C -0.065 -0.339 0.623 2.76410e-01 9.96170e-04 1.04840e-02
YDR362C TFC6 0.286 0.156 0.228 1.78870e-05 1.06010e-01 8.11690e-02
YFR037C RSC8 0.297 -0.226 0.350 1.50780e-06 1.38490e-02 3.55410e-03
YIL094C LYS12 0.185 -0.224 0.527 1.45260e-04 7.93950e-04 2.38690e-06
YDR435C YDR435C -0.120 0.070 -0.475 8.71980e-03 1.17230e-01 2.11940e-08
YDR508C GNP1 0.319 -0.123 -0.164 7.22310e-07 4.53570e-02 1.78510e-02
YPL172C COX10 -0.302 0.294 0.052 6.90030e-06 3.63060e-02 6.74830e-01
YHR039C-A VMA10 -0.024 -0.295 0.141 6.01100e-01 3.60990e-04 2.37390e-01
YLR136C TIS11 -0.035 -0.043 0.090 3.95930e-01 3.65960e-01 3.16990e-01
YKR084C HBS1 0.033 -0.150 0.183 3.87750e-01 8.77860e-03 3.65200e-02
YLR209C YLR209C -0.187 0.151 -0.802 3.92910e-05 1.65400e-03 2.73410e-12
YFL005W SEC4 0.068 -0.048 -0.393 1.40480e-01 3.75520e-01 1.20810e-04
YEL026W SNU13 -0.185 -0.807 0.253 1.87140e-02 1.39630e-07 3.21340e-02
YML010W SPT5 0.153 -0.000 -0.430 1.84670e-03 9.03610e-01 2.88200e-01
YDL047W SIT4 0.044 0.017 0.170 2.42040e-01 7.05640e-01 1.22380e-02
YKL125W RRN3 0.480 -0.225 0.608 3.72200e-07 3.21090e-02 5.48430e-04
YBL089W YBL089W -0.124 -0.123 -0.140 2.03000e-01 5.40830e-01 5.28470e-01
YJL073W JEM1 0.020 -0.161 0.066 6.36510e-01 5.46330e-03 4.10510e-01
YGR016W YGR016W 0.077 -0.205 -0.139 6.32510e-01 4.27110e-01 6.20860e-01
YJL146W IDS2 0.158 0.071 0.099 7.73400e-04 1.72390e-01 3.28370e-01
YJL219W HXT9 0.298 0.592 -0.162 5.60080e-06 1.68990e-09 9.79460e-02
YNR021W YNR021W -0.096 -0.069 -0.167 1.50890e-02 1.53140e-01 2.52090e-03
YER058W PET117 -0.234 -0.111 0.104 1.85370e-02 4.12590e-01 6.26620e-01
YMR042W ARGR1 0.130 -0.171 0.060 1.66450e-01 2.10590e-01 7.76400e-01
YMR115W YMR115W 0.266 -0.031 0.399 4.26770e-06 6.71370e-01 2.74550e-03
YDR079W PET100 0.025 0.090 -0.286 6.25650e-01 1.01960e-01 2.57910e-02
YLR063W YLR063W -0.157 -0.503 -0.086 8.68760e-02 4.92540e-02 6.84290e-01
YML011C YML011C -0.104 -0.238 0.150 1.30040e-01 7.39690e-02 4.03460e-01
YPL245W YPL245W -0.389 -0.276 -0.257 2.58760e-07 5.92830e-02 1.58200e-01
YLL032C YLL032C 0.038 -0.068 0.106 4.97620e-01 4.80970e-01 3.76530e-01
YNL287W SEC21 -0.113 0.036 -0.343 3.56710e-03 4.28090e-01 3.13510e-07
YJL074C SMC3 0.299 -0.022 -0.120 1.64550e-04 8.99340e-01 8.06500e-01
YJL147C YJL147C 0.200 -0.257 0.183 8.97400e-03 4.53030e-02 2.11760e-01
YNR022C YNR022C -0.039 -0.196 0.043 5.14620e-01 1.12840e-02 7.80030e-01
YMR116C ASC1 -0.278 -0.164 -0.382 1.14860e-04 2.16830e-03 3.92210e-09
YPL246C YPL246C -0.093 -0.092 -0.198 1.23490e-02 1.18880e-01 2.14400e-03
YOR298W YOR298W -0.154 0.322 -0.558 8.93900e-02 1.39030e-03 1.17380e-02
YKR085C MRPL20 0.010 -0.084 -0.036 8.42790e-01 1.95460e-01 8.09690e-01
YFL006W YFL006W -0.029 0.135 0.098 5.07120e-01 6.06350e-03 2.63810e-01
YCL069W YCL069W -0.093 -0.220 0.043 3.04130e-01 8.10690e-02 8.11840e-01
YKL053W YKL053W -0.016 -0.209 0.579 8.48150e-01 1.44940e-01 2.28830e-02
YKL126W YPK1 -0.121 0.000 0.000 7.24030e-01 9.99999e-01 9.99999e-01
YDR290W YDR290W -0.048 -0.158 0.069 8.85690e-01 4.17740e-01 8.80330e-01
YGR017W YGR017W 0.029 -0.153 0.080 4.43190e-01 7.54950e-03 3.64990e-01
YOR001W RRP6 0.164 -0.340 -0.033 1.05030e-03 1.78750e-01 6.11500e-01
YDR363W ESC2 0.091 0.147 0.249 9.54480e-02 2.77900e-01 5.68830e-02
YFR038W YFR038W 0.278 -0.526 0.499 8.22290e-06 1.39830e-03 3.15890e-03
YDR436W PPZ2 0.081 0.337 0.060 1.27560e-01 6.18090e-06 6.01100e-01
YIL095W PRK1 0.088 -0.211 0.000 6.19910e-01 9.24800e-02 9.99999e-01
YDR509W YDR509W 0.340 -0.218 -0.420 3.85660e-05 1.68430e-02 5.50170e-03
YIL168W SDL1 -0.584 -0.447 -0.082 2.83720e-02 1.06460e-01 7.89410e-01
YLR420W URA4 -0.128 -0.420 0.133 4.56550e-03 1.54910e-06 4.78670e-02
YER059W PCL6 0.045 0.020 0.113 2.54580e-01 6.82490e-01 2.63930e-01
YMR043W MCM1 -0.183 -0.654 0.457 3.53720e-03 4.25140e-06 2.41120e-04
YPL173W MRPL40 0.150 -0.133 0.230 1.28640e-03 6.59660e-02 4.99040e-02
YLR064W YLR064W -0.126 -0.053 0.135 4.71930e-03 3.89020e-01 1.93950e-01
YDL049C KNH1 0.327 0.134 0.327 1.36220e-06 1.86650e-02 1.21650e-02
YLR137W YLR137W 0.157 -0.062 0.069 3.09810e-02 5.75240e-01 6.20380e-01
YKL054C YKL054C 0.218 -0.058 0.135 3.22900e-04 1.80520e-01 4.31210e-02
YNL288W YNL288W -0.152 -0.025 -0.066 2.61360e-03 6.11500e-01 3.83120e-01
YGR018C YGR018C 0.069 -0.195 -0.103 2.34280e-01 3.85480e-02 3.77550e-01
YJL075C YJL075C -0.156 -0.669 -0.153 3.29320e-02 6.66170e-04 6.07840e-01
YDR364C CDC40 0.003 -0.177 0.314 9.58820e-01 3.89020e-01 3.03270e-02
YIL096C YIL096C 0.232 -0.417 0.628 3.79610e-04 8.99840e-02 6.57260e-02
YFR039C YFR039C 0.125 0.051 0.192 6.30380e-03 2.81880e-01 2.26390e-02
YIL169C YIL169C 0.054 -0.117 0.079 1.99140e-01 5.46090e-02 3.93320e-01
YLR421C YLR421C 0.014 -0.137 0.360 7.64180e-01 5.28710e-02 8.68730e-03
YPL174C NIP100 0.190 -0.225 0.492 2.22530e-01 5.44100e-01 9.23270e-02
YMR117C SPC24 0.093 0.371 -0.296 4.13980e-01 5.06220e-05 3.54110e-01
YOR299W BUD7 -0.230 -0.109 -0.473 1.74200e-03 2.91500e-01 1.49190e-02
YPL247C YPL247C -0.337 0.330 -0.256 4.65190e-08 1.66620e-06 7.62660e-05
YLR065C YLR065C -0.197 -0.065 0.000 6.01100e-01 7.28310e-01 9.99999e-01
YFL007W BLM3 -0.395 -0.331 -0.828 8.05690e-09 5.02080e-06 8.56340e-15
YEL028W YEL028W -0.327 0.012 -0.041 4.18690e-01 9.38260e-01 8.36350e-01
YML012W ERV25 -0.079 -0.043 -0.072 3.38020e-02 3.31590e-01 2.95880e-01
YLL033W YLL033W 0.000 0.000 0.000 6.82490e-01 9.99999e-01 9.99999e-01
YKL127W PGM1 -0.266 0.246 -0.390 3.42930e-06 1.10230e-05 4.52200e-05
YDR291W YDR291W -0.004 -0.196 0.189 9.79400e-01 4.04360e-01 3.78370e-01
YJL148W RPA34 0.207 -0.991 0.816 1.32870e-04 4.50930e-05 7.93090e-04
YOR002W ALG6 -0.181 0.136 -0.433 4.20620e-05 1.99590e-03 5.33320e-10
YDR437W YDR437W -0.130 -0.269 -0.229 1.02510e-01 7.14240e-02 1.24270e-01
YNR023W SNF12 0.186 0.114 -0.227 6.77740e-04 2.31570e-02 2.31750e-02
YMR044W YMR044W 0.255 -0.093 0.357 4.45260e-05 1.50550e-01 8.82420e-04
YEL029C YEL029C -0.203 -0.380 -0.016 3.30110e-04 7.07260e-05 9.05810e-01
YLR138W NHA1 -0.157 -0.130 0.092 1.10270e-03 1.48330e-01 4.40620e-01
YLL034C YLL034C 0.599 0.047 0.278 7.79340e-09 4.40620e-01 4.63830e-03
YKR086W PRP16 0.161 -0.170 0.067 6.52760e-02 6.00220e-01 6.82490e-01
YKL055C OAR1 0.117 -0.364 0.707 3.00490e-01 1.96640e-03 4.64510e-03
YKL128C PMU1 -0.274 -0.505 0.315 2.02290e-03 2.29740e-05 1.68080e-01
YDR292C SRP101 0.159 -0.050 -0.093 4.58490e-04 2.90640e-01 2.06570e-01
YDR365C YDR365C 0.091 -0.205 0.203 1.98010e-02 2.19610e-03 4.80340e-03
YMR118C YMR118C -0.199 0.415 0.023 2.47150e-01 9.09750e-05 8.93270e-01
YPL248C GAL4 0.100 -0.758 -0.211 1.16140e-01 1.26400e-04 8.82140e-02
YLR139C SLS1 0.048 0.061 -0.124 3.24020e-01 2.90640e-01 2.60640e-01
YKR087C YKR087C -0.041 0.049 -0.143 3.42600e-01 4.01220e-01 1.23160e-01
YFL008W SMC1 -0.029 -0.013 0.175 5.48880e-01 8.23060e-01 1.97420e-01
YML013W YML013W 0.087 0.095 0.021 3.04210e-02 4.84780e-02 8.09690e-01
YJL076W NET1 0.096 -0.417 0.066 1.05130e-01 3.54090e-02 6.71370e-01
YGR019W UGA1 -0.163 0.234 -0.258 8.65820e-03 1.19980e-03 6.21710e-05
YOR003W YSP3 0.158 0.008 0.247 2.24860e-03 8.99340e-01 4.33590e-02
YJL149W YJL149W 0.051 -0.091 0.341 2.90210e-01 1.58760e-01 1.87780e-03
YIL097W YIL097W 0.107 0.146 0.064 1.44360e-02 9.54450e-03 5.47770e-01
YDR438W YDR438W -0.045 -0.054 -0.054 4.33790e-01 4.99190e-01 6.29060e-01
YNR024W YNR024W 0.188 -0.632 0.985 2.35840e-03 2.77570e-04 1.62120e-04
YLR422W YLR422W 0.083 -0.049 0.106 1.78350e-01 4.83040e-01 3.81040e-01
YPL175W SPT14 -0.261 0.246 0.438 3.39530e-04 3.29210e-01 8.09350e-03
YLR066W SPC3 -0.086 -0.157 0.080 6.59390e-02 5.06240e-02 5.71610e-01
YKL056C YKL056C -0.375 -0.042 -0.517 8.99370e-08 3.36250e-01 2.96140e-12
YKL129C MYO3 -0.007 -0.124 0.262 8.50900e-01 2.23200e-02 2.24490e-02
YJL077C YJL077C -0.106 0.129 -0.490 1.96260e-01 2.09430e-01 8.86080e-03
YDR293C SSD1 -0.285 0.068 0.009 2.84230e-07 1.05920e-01 9.08070e-01
YDR366C YDR366C -0.286 0.152 -0.271 6.11390e-07 6.62960e-03 2.76050e-05
YIL098C FMC1 -0.005 -0.243 0.380 9.70870e-01 1.36590e-01 3.00040e-01
YNR025C YNR025C 0.258 -0.651 0.499 4.16510e-02 1.31360e-02 4.20460e-02
YLR423C YLR423C 0.100 0.056 0.070 2.79950e-01 6.00660e-01 6.71950e-01
YBR110W ALG1 -0.147 0.066 -0.157 1.98210e-03 1.45010e-01 1.16240e-02
YPL176C YPL176C -0.188 -0.107 -0.286 1.35330e-04 1.69130e-01 9.83800e-03
YPL249C YPL249C 0.183 -0.191 0.396 4.11880e-03 3.03820e-01 1.90450e-02
YLR067C PET309 0.048 0.110 0.470 7.03680e-01 6.53110e-01 1.89010e-01
YKR088C YKR088C -0.222 0.169 -0.321 9.35570e-06 1.04280e-03 2.20830e-05
YFL009W CDC4 -0.010 0.013 -0.013 8.27770e-01 8.27770e-01 9.10390e-01
YGR230W BNS1 0.177 0.114 0.393 6.40030e-03 1.81090e-01 4.33150e-03
YML014W YML014W -0.260 -0.158 -0.084 3.60650e-05 4.73670e-03 1.66590e-01
YLL035W YLL035W -0.063 -0.527 -0.439 3.05050e-01 2.10530e-04 1.40810e-02
YBR111C YSA1 -0.079 0.001 -0.076 4.34970e-02 9.79400e-01 1.78510e-01
YOR004W YOR004W 0.057 -0.957 0.907 2.86500e-01 2.94000e-06 2.36780e-03
YLR350W YLR350W 0.000 0.000 0.000 7.86540e-01 7.90370e-01 9.99999e-01
YDR439W LRS4 0.099 -0.220 -0.180 1.06770e-01 2.76680e-02 1.36170e-01
YHR210C YHR210C -0.439 -0.587 -0.039 1.97620e-06 4.00550e-03 9.41780e-01
YJL205C-A NCE101 -0.155 0.149 -0.165 1.78510e-02 1.66650e-02 1.67630e-01
YML015C TAF40 0.283 -0.307 0.601 1.11260e-04 1.01670e-02 6.93970e-04
YGR231C PHB2 0.011 0.055 0.139 7.78200e-01 2.01430e-01 5.53120e-02
YLL036C PRP19 0.158 -0.230 0.274 7.67690e-03 3.75910e-03 3.96530e-02
YKL057C NUP120 0.096 0.058 0.014 6.57790e-02 3.41360e-01 8.91330e-01
YDR294C DPL1 0.073 -0.154 0.260 6.16660e-02 4.68640e-03 7.32070e-04
YJL078C PRY3 0.008 0.149 -0.334 8.38900e-01 4.86400e-03 1.14690e-07
YOR005C DNL4 0.022 0.094 0.371 8.58030e-01 7.27590e-01 2.51790e-01
YLR351C NIT3 -0.151 -0.052 -0.267 7.66770e-04 2.59520e-01 1.07440e-04
YNR026C SEC12 0.126 -0.309 0.295 7.41050e-03 5.33530e-04 1.33510e-02
YMR047C NUP116 0.093 -0.091 -0.038 1.15940e-01 1.83300e-01 7.08280e-01
YPL177C CUP9 -0.074 -0.225 0.130 5.74100e-02 3.11270e-04 4.86130e-02
YKR089C YKR089C 0.035 0.096 -0.108 4.08440e-01 4.93330e-02 2.91940e-01
YGL200C EMP24 -0.142 0.018 -0.423 7.31290e-04 6.71370e-01 1.86740e-10
YBR112C SSN6 0.108 -0.004 0.077 9.16700e-03 9.20340e-01 1.77710e-01
YAR060C YAR060C -0.082 -0.354 0.287 4.82150e-01 2.01330e-01 4.20830e-01
YDL190C UFD2 -0.061 0.128 -0.242 3.05660e-01 2.44810e-01 1.23370e-01
YIL099W SGA1 -0.546 0.133 -0.004 1.08490e-06 1.60940e-01 9.79400e-01
YLR424W YLR424W 0.143 -0.254 0.095 1.70030e-01 1.17820e-01 6.33510e-01
YLR068W YLR068W -0.148 -0.275 -0.159 5.70670e-03 7.76740e-04 2.81600e-01
YML016C PPZ1 -0.154 -0.037 -0.083 2.74040e-04 4.34790e-01 2.30030e-01
YDR295C YDR295C 0.182 -0.061 -0.221 3.12100e-03 6.15200e-01 2.83830e-01
YJL079C PRY1 -0.358 0.343 -0.609 2.68980e-08 1.55290e-06 4.04750e-15
YOR006C YOR006C 0.216 0.028 0.103 3.21060e-04 6.02440e-01 2.78170e-01
YLR069C MEF1 0.080 0.038 -0.030 6.19150e-02 4.16560e-01 6.87930e-01
YHR211W FLO5 0.017 0.321 -0.175 6.95370e-01 1.46450e-06 6.23910e-02
YGR232W YGR232W -0.118 0.097 -0.216 4.02650e-02 8.98720e-02 1.88070e-02
YGL201C MCM6 0.013 -0.438 0.077 7.61650e-01 2.31300e-04 5.09380e-01
YLL037W YLL037W 0.013 -0.118 0.165 9.58820e-01 5.22990e-01 1.90730e-01
YKL058W TOA2 -0.153 0.146 -0.208 1.07100e-03 1.14330e-02 7.88390e-02
YDR368W YPR1 -0.111 0.016 0.119 8.67760e-03 7.06960e-01 5.81980e-02
YLR352W YLR352W 0.077 -0.042 0.519 7.91310e-02 5.40470e-01 1.46720e-03
YLR425W TUS1 0.158 0.024 0.155 2.73380e-02 7.70200e-01 3.29210e-01
YNR027W YNR027W 0.011 -0.527 0.429 7.84660e-01 5.00730e-05 1.88670e-03
YMR048W YMR048W 0.318 -0.340 0.065 8.59250e-04 1.08080e-01 7.77300e-01
YHR212C YHR212C -0.367 -0.390 0.039 3.22320e-04 2.60640e-01 8.55130e-01
YPL178W MUD13 0.055 -0.028 0.107 1.59320e-01 5.70410e-01 2.30790e-01
YER044C-A MEI4 -0.393 -0.302 -0.366 3.87840e-05 2.09150e-01 3.50770e-01
YGR233C PHO81 0.044 -0.182 -0.201 3.07980e-01 4.19640e-02 6.49340e-02
YLL038C ENT4 -0.196 -0.387 -0.063 8.60180e-04 2.76080e-06 2.68060e-01
YKL059C YKL059C 0.027 -0.256 0.653 6.25650e-01 9.52660e-03 6.68560e-04
YLR280C YLR280C -0.000 0.000 0.000 5.70810e-01 3.71490e-01 9.99999e-01
YDR369C XRS2 0.129 -0.165 0.277 3.50770e-01 5.88520e-01 1.56540e-01
YOR007C SGT2 0.026 -0.268 -0.072 4.94830e-01 4.03400e-05 2.47500e-01
YMR049C YMR049C 0.200 -0.967 1.232 7.01680e-03 2.68130e-07 2.63890e-06
YBR040W FIG1 -0.632 -0.166 0.000 3.45760e-04 3.44040e-01 9.99999e-01
YBR113W YBR113W 0.129 0.018 0.083 1.89080e-03 6.54720e-01 2.89490e-01
YAR061W YAR061W -0.274 -0.361 0.239 1.47360e-01 9.72540e-02 1.15200e-01
YDL191W RPL35A -0.263 -0.443 0.067 1.20600e-04 5.34080e-07 2.23150e-01
YGR160W YGR160W 0.065 -0.944 0.931 4.03680e-01 2.32980e-05 5.18290e-04
YCR020C PET18 -0.262 -0.293 0.343 4.76700e-04 3.07420e-02 3.65060e-02
YLR353W BUD8 -0.009 -0.105 0.013 8.25400e-01 1.09090e-01 9.10390e-01
YNR028W CPR8 0.084 0.037 -0.178 3.74020e-02 4.13750e-01 1.90310e-02
YLR426W YLR426W 0.037 -0.371 0.424 6.36510e-01 1.94570e-01 2.26130e-02
