GENE COMMON gal1RG gal4RG gal80R gal1RG gal4RG gal80R
YGL054C ERV14 -0.028 0.119 -0.265 4.62430e-01 8.21190e-03 1.11030e-03
YGL127C SOH1 -0.138 -0.250 0.186 2.50850e-02 3.96160e-03 3.68320e-01
YOL111C YOL111C -0.018 0.085 -0.118 6.58510e-01 5.99540e-02 6.75600e-02
YMR184W YMR184W -0.238 -0.263 0.102 1.66060e-03 6.76870e-03 5.04240e-01
YJR023C YJR023C -0.005 -0.411 0.144 9.70870e-01 2.17420e-01 7.44740e-01
YNL205C YNL205C -0.377 -0.269 -0.203 1.39330e-02 3.17150e-01 5.90650e-01
YIR044C YIR044C -0.170 0.222 -0.421 4.73140e-04 7.36020e-04 9.37850e-06
YHR065C RRP3 0.247 -0.916 0.734 1.69310e-05 6.46960e-06 3.21600e-03
YHR138C YHR138C -0.248 0.381 0.454 3.05030e-06 4.68930e-04 1.74070e-03
YGR086C YGR086C 0.153 0.330 -0.189 5.38520e-04 1.06220e-06 1.00160e-03
YOR070C GYP1 -0.013 0.144 -0.013 7.40140e-01 4.85140e-03 8.58030e-01
YGR159C NSR1 -0.124 -0.302 -0.198 5.23430e-03 3.92220e-05 4.41030e-03
YOR143C THI80 0.114 -0.567 0.427 3.34490e-02 4.62000e-05 4.43630e-03
YOR216C RUD3 0.259 -0.200 0.303 4.20920e-05 1.73860e-01 4.66680e-02
YAL028W YAL028W -0.292 0.041 -0.044 1.24090e-05 5.48880e-01 6.49390e-01
YIL012W YIL012W -0.382 -0.316 -0.362 7.56500e-05 2.92190e-02 2.99440e-01
YMR258C YMR258C -0.231 0.021 0.089 2.12040e-05 7.08280e-01 3.67730e-01
YKR002W PAP1 0.300 -0.016 -0.023 1.08780e-05 7.80940e-01 8.10760e-01
YBR039W ATP3 0.047 -0.165 -0.077 5.46290e-01 2.35390e-01 6.89770e-01
YNL132W YNL132W -0.049 -0.019 -0.119 7.69330e-01 9.34930e-01 7.34890e-01
YML080W YML080W 0.244 -0.784 0.676 9.36790e-05 3.79570e-06 7.34200e-03
YAL029C MYO4 0.013 0.533 0.169 8.19620e-01 1.89420e-03 2.05900e-01
YIL013C PDR11 -0.396 0.503 0.000 2.01800e-01 1.03850e-01 9.99999e-01
YKL195W YKL195W 0.076 -0.017 0.282 1.19290e-01 7.08940e-01 1.08440e-02
YHL034C SBP1 0.094 0.010 0.030 1.84310e-02 8.09690e-01 6.41590e-01
YPR122W AXL1 -0.107 -0.366 -0.055 2.84670e-01 1.55920e-01 8.48150e-01
YGL128C YGL128C -0.062 0.026 0.119 2.44810e-01 7.52630e-01 3.24680e-01
YNL133C YNL133C 0.264 -0.381 0.412 1.66540e-04 3.61640e-02 1.53490e-02
YMR185W YMR185W 0.267 0.031 0.210 3.31510e-05 8.12930e-01 1.50810e-01
YNL206C YNL206C 0.175 -0.273 0.144 2.47630e-04 1.17710e-03 1.61580e-01
YJR024C YJR024C -0.065 -0.031 -0.051 9.39510e-02 5.36530e-01 4.54530e-01
YLR279W YLR279W -0.128 0.065 -0.080 3.16510e-01 7.89410e-01 5.61760e-01
YKL196C YKT6 -0.109 -0.198 0.246 2.46070e-02 2.98490e-03 6.95200e-03
YHR139C SPS100 -0.594 0.221 1.262 8.10900e-06 8.59840e-02 1.27270e-07
YPR123C YPR123C 0.515 0.024 -0.317 9.75840e-08 7.75500e-01 2.89060e-01
YGR087C PDC6 -0.671 0.050 -0.435 1.85640e-11 2.44000e-01 1.44090e-08
YOR071C YOR071C -0.099 -0.089 -0.173 1.20870e-02 9.03570e-02 1.35800e-02
YOR144C EFD1 0.278 -0.072 -0.213 1.01980e-03 6.04230e-01 4.86320e-01
YBL008W HIR1 0.153 -0.268 0.000 1.87390e-01 8.34020e-02 9.17740e-01
YBR250W YBR250W 0.025 0.010 -0.030 5.59440e-01 8.33850e-01 7.52630e-01
YGL055W OLE1 -0.168 0.086 0.072 9.81480e-05 3.37500e-02 2.35940e-01
YOL112W MSB4 0.057 -0.239 0.025 2.30570e-01 5.24390e-03 8.30180e-01
YCR019W MAK32 -0.064 -0.064 -0.114 2.89350e-01 4.77750e-01 3.75920e-01
YKR003W YKR003W -0.130 -0.085 -0.106 2.41750e-03 1.54970e-01 1.67710e-01
YML081W YML081W 0.004 -0.202 0.414 9.49570e-01 7.18610e-02 1.49510e-03
YHR066W SSF1 0.447 -0.932 0.836 2.56880e-08 5.22410e-06 2.54870e-03
YHL035C YHL035C 0.286 -0.325 0.064 1.75510e-06 3.05450e-04 5.66840e-01
YGL056C SDS23 0.564 0.218 0.337 5.59640e-10 1.40710e-04 1.60460e-04
YGL129C YGL129C 0.105 0.079 -0.123 1.19430e-02 6.56460e-02 7.98150e-02
YOR217W RFC1 -0.032 0.309 0.027 5.84300e-01 1.70710e-01 8.73540e-01
YKR004C ECM9 0.010 0.091 -0.144 8.33850e-01 7.10470e-02 1.81580e-01
YMR186W HSC82 -0.032 -0.032 -0.608 5.24690e-01 4.99500e-01 1.68330e-14
YNL134C YNL134C -0.485 0.339 -0.477 2.38940e-07 7.15500e-06 1.38880e-10
YJR025C BNA1 -0.148 -0.185 -0.079 1.02450e-03 1.87230e-03 1.62510e-01
YKL197C PEX1 0.069 0.092 -0.135 2.13430e-01 6.25650e-01 2.60390e-01
YOR145C YOR145C 0.394 -0.572 0.777 6.42320e-08 2.58240e-04 1.47010e-06
YBL009W YBL009W 0.125 -0.291 -0.180 4.08440e-01 2.53240e-01 1.68080e-01
YOR218C YOR218C -0.103 -0.274 0.140 1.43750e-01 1.45680e-02 4.48670e-01
YIL014W YIL014W -0.085 -0.182 -0.041 3.62350e-02 4.13240e-02 6.78340e-01
YMR187C YMR187C -0.001 -0.215 0.445 9.99999e-01 1.28160e-01 9.27110e-02
YBR251W MRPS5 0.237 0.007 0.262 4.12860e-05 9.03610e-01 4.40320e-02
YOL113W SKM1 -0.161 -0.090 0.040 6.74100e-04 1.76600e-01 6.57970e-01
YNL061W NOP2 0.107 -0.193 0.370 1.95380e-02 5.99660e-03 3.19010e-04
YNL207W YNL207W 0.150 -0.583 0.515 7.12180e-03 8.81080e-06 6.14570e-04
YML082W YML082W 0.144 -0.461 0.525 2.34380e-03 3.56250e-05 2.65780e-03
YHR067W YHR067W -0.022 -0.075 0.008 6.49920e-01 3.92020e-01 9.49570e-01
YPR051W MAK3 0.078 -0.453 0.632 7.84530e-02 2.05100e-05 2.84200e-05
YPR124W CTR1 0.760 0.469 -0.462 8.42180e-11 2.41890e-08 8.38210e-06
YGR088W CTT1 -0.910 0.596 -0.394 1.68230e-10 1.98280e-04 3.07260e-06
YPL020C ULP1 0.254 0.530 0.645 7.08500e-05 6.73370e-03 2.42240e-04
YOR072W YOR072W -0.005 -0.098 0.219 9.79400e-01 7.66740e-01 4.66330e-01
YGL057C YGL057C -0.023 -0.070 -0.110 6.42100e-01 2.78990e-01 3.50220e-01
YOL114C YOL114C 0.074 -0.127 0.249 3.44040e-01 4.22990e-01 8.59480e-02
YNL062C GCD10 0.219 -0.430 0.419 9.49110e-05 1.81090e-03 9.54800e-03
YKR005C YKR005C 0.042 -0.055 0.115 7.19820e-01 7.44740e-01 5.26060e-01
YNL135C FPR1 -0.071 0.080 -0.169 4.79430e-02 6.80270e-02 1.61670e-03
YML083C YML083C -0.229 -0.096 -0.220 6.55140e-02 6.65710e-01 3.40110e-01
YKL198C PTK1 0.098 0.139 0.041 5.63170e-02 2.58500e-02 7.26160e-01
YOR219C STE13 -0.159 0.310 0.295 1.92130e-02 2.19130e-03 7.09320e-02
YDR210W YDR210W -0.156 -0.391 -0.118 1.78930e-03 1.52770e-05 3.28530e-01
YIL015W BAR1 -0.622 -0.207 -1.117 7.09960e-11 4.07820e-03 2.91670e-11
YMR188C YMR188C 0.181 -0.793 0.366 3.03330e-03 2.74120e-05 1.34190e-01
YBR252W DUT1 -0.104 -0.332 -0.066 2.11790e-02 4.51500e-04 7.88450e-01
YHL036W MUP3 -0.500 -0.470 0.510 3.44000e-09 2.50200e-04 2.86370e-02
YNL208W YNL208W 0.189 0.098 0.206 1.15690e-03 1.77900e-02 2.08810e-02
YHR068W DYS1 -0.382 -0.480 -0.169 1.49280e-08 1.02250e-06 1.37960e-02
YPR125W YPR125W 0.194 0.102 0.102 2.75310e-04 1.88070e-01 4.01000e-01
YGR089W YGR089W 0.030 -0.170 0.069 4.64370e-01 7.28770e-03 5.03920e-01
YHL037C YHL037C -0.242 -0.372 -0.051 5.75020e-02 2.21600e-01 8.19620e-01
YOR073W YOR073W 0.161 -0.076 -0.043 1.58710e-03 3.68910e-01 7.12960e-01
YOR146W YOR146W 0.408 -0.669 0.710 1.08930e-05 9.42770e-05 7.83850e-03
YKR006C MRPL13 0.151 -0.008 0.354 7.23640e-03 9.20340e-01 1.22980e-02
YHR069C RRP4 0.044 -0.767 0.568 4.04130e-01 8.35580e-06 3.41620e-03
YKL199C YKT9 0.025 0.203 0.150 6.82490e-01 1.54190e-02 2.28960e-01
YPR126C YPR126C 0.057 -0.449 0.377 5.35820e-01 4.84790e-03 2.04210e-01
YOR074C CDC21 0.245 -0.315 -0.066 1.94000e-05 1.03010e-03 6.18020e-01
YDR211W GCD6 0.035 -0.356 -0.291 3.93320e-01 8.35500e-04 2.21670e-02
YIL016W SNL1 -0.200 -0.171 -0.199 1.74700e-04 2.60300e-02 1.09510e-01
YBR180W YBR180W -0.197 -0.298 0.326 1.71320e-01 3.49670e-01 4.43970e-01
YBR253W SRB6 -0.008 -0.228 0.371 8.85690e-01 2.66400e-02 2.30860e-02
YPL021W SRD2 -0.747 -0.000 0.000 3.74320e-05 7.41670e-01 9.99999e-01
YGL058W RAD6 0.088 -0.195 0.233 2.99640e-02 1.23760e-03 9.84900e-03
YOL042W YOL042W -0.014 0.013 -0.154 7.33410e-01 7.63330e-01 3.23720e-02
YOL115W TRF4 0.167 -0.437 0.475 1.41820e-03 1.73890e-02 2.70070e-04
YNL063W YNL063W -0.102 0.159 -0.260 3.90050e-02 5.60430e-03 1.07550e-02
YNL136W YNL136W 0.343 -0.309 0.650 5.11960e-06 9.68940e-04 4.27170e-05
YML084W YML084W 0.000 0.000 0.000 3.54860e-01 6.61260e-01 9.99999e-01
YNL209W SSB2 -0.368 -0.190 -0.618 6.06620e-09 5.87240e-04 1.07520e-14
YBR181C RPS6B -0.287 -0.460 -0.010 1.62850e-06 8.61440e-07 8.87540e-01
YBR254C TRS20 -0.115 -0.491 0.750 2.42030e-02 7.09830e-04 2.84340e-03
YHL038C CBP2 -0.000 0.000 0.000 8.78590e-01 9.99999e-01 9.99999e-01
YOR147W YOR147W 0.150 0.147 0.028 1.33270e-03 5.41910e-03 7.16370e-01
YOL043C NTG2 0.042 -0.063 0.088 4.05940e-01 2.25870e-01 3.27520e-01
YNL064C YDJ1 0.053 -0.176 -0.334 2.18430e-01 8.93590e-04 3.03760e-06
YNL137C NAM9 0.107 0.083 -0.014 1.20060e-02 9.41080e-02 8.70280e-01
YMR189W GCV2 -0.164 -0.000 -0.410 1.39780e-03 3.14740e-01 7.06440e-02
YML085C TUB1 0.077 0.119 -0.491 1.66960e-01 8.71980e-03 1.63250e-09
YOR148C SPP2 0.192 -0.203 0.473 3.32820e-04 9.86010e-03 2.84030e-03
YDR212W TCP1 -0.145 -0.158 -0.304 3.27660e-03 3.44760e-03 5.60990e-05
YPL022W RAD1 0.177 -0.000 0.000 6.76580e-01 5.44460e-01 4.21790e-01
YGL059W YGL059W -0.052 -0.019 0.223 2.45390e-01 7.14320e-01 2.46350e-02
YOL116W MSN1 0.237 0.178 0.075 3.04420e-05 1.22980e-02 4.58320e-01
YKR007W YKR007W 0.000 0.000 0.000 9.99999e-01 9.99999e-01 9.99999e-01
